property_id,property_type,square_footage,bedrooms,bathrooms,year_built,lot_size,neighborhood,garage_spaces,pool,fireplace,view,renovation_year,renovation_cost,distance_to_school,distance_to_hospital,distance_to_grocery_store,crime_rate,median_income,property_tax,hoa_fee,heating_type,cooling_type,foundation_type,roof_material,energy_efficiency_rating,listing_date,selling_price,selling_date,profit_margin
431,house,2327,6,4,1979,0.5,urban,0,true,false,ocean,1916,25059,6.7,8.6,7.6,1.4,54435,4557,498,oil,none,basement,asphalt,6,4/28/2022,479955,1/30/2022,1800
432,condo,1155,5,2,1957,8.2,rural,3,false,false,city,1981,40627,3.7,1.8,4.4,0.3,88291,4297,161,gas,central,slab,asphalt,9,9/17/2020,655314,1/4/2021,1500
433,house,4089,4,1,2013,3.1,suburban,0,false,true,mountain,1911,11455,7.6,7.5,6.6,2.8,70414,4578,494,electric,window,crawl space,asphalt,5,12/19/2021,891385,1/27/2021,7600
434,apartment,3950,2,4,1964,8.8,suburban,2,true,true,mountain,1924,40394,6.7,7.9,2.8,8.4,146217,2088,500,oil,none,basement,asphalt,4,8/19/2022,72900,12/13/2022,0
435,house,3897,3,4,1990,4.6,suburban,3,true,true,ocean,1908,40234,0.3,7.9,5.2,5.8,66400,4556,295,oil,none,crawl space,metal,2,5/20/2021,730035,6/19/2021,1700
436,townhouse,2307,5,2,1980,3.6,suburban,2,false,false,ocean,1911,31013,4.3,6.4,2.6,5.8,70727,3415,238,oil,window,basement,tile,8,1/7/2020,710931,7/8/2020,2100
437,condo,1992,6,3,1907,2.7,rural,1,false,false,ocean,1932,1587,8.5,4.3,3.8,5.1,122939,2986,245,oil,none,basement,asphalt,6,6/28/2021,253343,6/16/2022,15800
438,condo,3067,3,2,2005,2.1,suburban,0,false,true,mountain,1927,23719,7.1,7.1,3.6,2.8,146973,585,148,electric,window,slab,metal,9,2/7/2020,558167,10/12/2022,2200
439,condo,4991,1,4,1950,8.4,suburban,0,false,false,mountain,1910,48520,5.0,5.7,8.8,6.2,27459,1402,472,electric,none,slab,tile,6,2/16/2022,381162,9/9/2022,600
440,condo,3428,3,3,1925,5.0,rural,2,true,true,mountain,1919,5270,2.2,0.6,6.9,2.7,140206,1066,397,oil,window,slab,metal,10,11/29/2021,949254,4/5/2021,17900
441,house,1595,2,1,1921,9.2,suburban,2,false,true,mountain,1994,32122,6.9,8.2,7.1,0.6,88832,2800,192,electric,window,basement,tile,9,7/22/2022,375611,11/5/2021,1000
442,condo,1792,5,3,1982,0.3,rural,1,false,true,mountain,1952,2652,7.5,6.8,5.8,0.7,127398,1746,258,gas,central,crawl space,metal,4,10/21/2021,393782,12/14/2022,14700
443,townhouse,3833,6,1,1965,1.0,urban,2,true,false,ocean,1923,25196,0.5,1.9,8.2,6.4,141764,3973,153,oil,window,crawl space,tile,4,1/16/2022,795967,1/9/2022,3000
444,condo,4416,3,3,1900,2.0,urban,1,true,false,mountain,1982,43706,4.8,3.8,3.3,4.9,122704,3099,493,electric,central,slab,metal,9,3/7/2020,878643,4/15/2020,1900
445,house,2292,6,2,2020,8.3,suburban,0,true,true,mountain,1979,35782,5.7,5.9,4.6,8.4,93303,878,494,oil,none,crawl space,asphalt,3,4/10/2020,245316,12/4/2020,500
446,townhouse,4709,6,4,1916,8.7,rural,0,false,true,mountain,1968,36365,1.1,5.9,0.7,7.5,144659,3908,458,electric,window,slab,asphalt,6,10/6/2022,392517,4/24/2022,900
447,townhouse,657,5,3,2007,5.6,rural,3,false,true,city,1950,1409,7.0,1.6,8.0,3.1,34920,2173,293,electric,none,basement,metal,2,2/5/2021,215619,8/9/2021,15200
448,apartment,4476,1,3,1963,0.8,suburban,3,false,true,mountain,1928,39898,9.0,9.8,9.5,0.8,36761,3335,154,gas,none,slab,metal,10,4/25/2020,707336,8/4/2022,1600
449,condo,4256,5,2,1954,2.3,rural,0,false,false,ocean,1909,40845,4.8,8.9,6.7,3.2,54873,1357,215,oil,none,basement,metal,7,1/6/2022,533668,3/25/2021,1200
450,house,3451,3,1,1940,8.1,urban,3,false,true,ocean,1933,43289,2.8,0.9,4.4,9.5,22413,1425,161,oil,central,slab,tile,2,5/7/2022,420651,7/15/2021,800
451,condo,3518,6,3,1906,8.2,suburban,2,false,true,ocean,1965,49188,4.2,8.2,1.9,6.6,140027,972,138,oil,window,slab,metal,2,1/8/2022,937232,5/2/2022,1800
452,apartment,1509,4,1,1949,2.1,suburban,0,true,true,ocean,1949,15961,5.6,1.4,3.1,3.2,104818,4312,172,oil,central,basement,tile,3,12/10/2021,946400,4/20/2020,5800
453,townhouse,3421,1,2,1902,8.2,suburban,1,false,false,city,2011,26947,1.4,0.3,2.1,7.7,124795,3269,493,gas,central,basement,metal,4,1/8/2020,667085,6/27/2020,2300
454,house,3943,3,4,2006,3.8,suburban,2,true,false,city,1953,1810,4.3,6.7,7.2,3.1,106441,2729,308,oil,none,crawl space,tile,2,8/30/2020,788562,1/4/2020,43400
455,house,2608,6,4,1965,9.5,suburban,3,true,false,city,2020,48968,6.2,5.4,4.1,7.0,69161,2796,229,electric,none,slab,tile,10,5/6/2020,182075,9/4/2020,200
456,house,1381,3,4,2019,8.5,rural,0,false,true,mountain,1966,13520,0.4,4.5,6.8,2.3,47764,4570,446,gas,window,slab,asphalt,3,9/22/2020,562359,3/31/2022,4000
457,apartment,3175,1,4,1982,8.8,suburban,0,true,true,mountain,2019,19021,6.1,5.7,3.9,8.6,149842,3491,155,gas,central,basement,metal,1,7/29/2020,747701,6/15/2021,3800
458,apartment,1173,1,3,2020,8.7,suburban,0,false,true,ocean,1970,37033,1.6,4.6,3.1,5.8,61904,2309,466,electric,window,slab,metal,6,5/5/2020,784562,2/16/2021,2000
459,house,856,5,1,2009,9.1,urban,1,true,true,ocean,2013,24561,8.4,2.9,7.6,7.4,33040,1973,100,oil,window,basement,asphalt,2,8/30/2021,909601,10/2/2021,3600
460,townhouse,1239,1,2,1980,6.2,suburban,0,false,false,mountain,1988,10605,1.9,4.2,2.8,6.3,81890,1828,415,oil,window,crawl space,metal,6,9/2/2022,941110,4/30/2022,8700
461,townhouse,1883,5,2,1945,1.6,suburban,3,true,true,ocean,1986,16688,1.4,9.0,5.8,1.8,90304,2958,395,gas,none,crawl space,tile,1,6/21/2021,392719,5/20/2020,2200
462,townhouse,4800,1,4,1973,6.3,suburban,0,true,true,ocean,1938,30385,7.7,2.3,6.2,4.7,67497,1700,98,gas,none,crawl space,metal,10,2/25/2022,641412,3/18/2020,2000
463,townhouse,3308,4,2,1905,7.5,suburban,2,false,false,city,1937,15452,0.7,9.4,6.3,4.7,30166,3089,389,electric,central,basement,metal,10,8/25/2022,222026,8/31/2020,1300
464,house,3514,3,4,1994,4.0,urban,2,false,false,mountain,1996,40232,3.9,0.5,5.0,1.6,93332,1391,217,gas,central,basement,asphalt,5,5/8/2021,886884,12/27/2021,2100
465,house,2277,5,2,1961,7.9,rural,0,true,false,ocean,1926,38557,9.3,3.1,3.6,4.1,87946,2906,106,electric,window,basement,metal,3,10/21/2021,491354,8/21/2022,1100
466,apartment,1269,6,1,1903,5.3,rural,1,true,false,ocean,1999,22487,0.5,0.4,8.0,1.5,71143,3799,369,electric,window,slab,asphalt,8,10/25/2020,364369,7/8/2020,1500
467,condo,689,1,1,1998,6.5,urban,3,false,false,mountain,1942,43023,1.9,3.9,4.0,4.1,121858,882,446,electric,window,basement,metal,8,3/8/2021,110077,10/7/2022,100
468,house,4963,2,4,1974,1.4,urban,2,false,true,ocean,1933,30000,8.2,6.0,0.1,2.0,111074,2388,314,gas,window,crawl space,asphalt,7,3/18/2021,566582,5/12/2020,1700
469,condo,4052,5,1,1919,0.8,rural,0,true,true,city,1972,31072,3.4,3.5,5.5,7.0,135147,1818,133,gas,none,slab,tile,4,8/9/2021,672793,2/14/2021,2000
470,apartment,2413,3,1,2001,1.5,urban,0,true,true,ocean,1992,7331,7.6,0.4,1.9,6.4,32011,3458,413,electric,central,slab,asphalt,9,8/11/2022,338754,11/2/2021,4500
471,condo,4868,3,4,1974,7.9,suburban,1,true,false,city,2005,9214,5.9,8.4,7.1,5.8,82449,4257,53,gas,window,basement,asphalt,1,5/30/2022,760420,8/30/2020,8100
472,condo,2923,5,4,1914,7.3,rural,3,true,true,mountain,1954,25581,6.2,5.9,2.6,1.3,86251,4206,393,electric,window,crawl space,asphalt,5,2/1/2020,269663,5/29/2022,900
473,house,3846,6,2,1991,4.6,urban,2,false,false,ocean,1992,2792,7.8,3.9,8.1,4.6,125488,3360,156,oil,window,slab,metal,4,5/25/2020,214592,1/11/2021,7500
474,condo,1702,1,3,1965,3.4,urban,1,true,false,ocean,1950,1287,4.9,9.7,6.8,3.1,21687,837,83,gas,central,basement,asphalt,8,7/25/2020,459164,2/1/2020,35500
475,apartment,2650,5,2,2005,7.8,rural,3,false,false,city,1983,35271,2.6,6.3,1.7,8.1,106788,3139,377,gas,window,crawl space,asphalt,9,4/15/2020,932037,1/12/2020,2500
476,condo,4019,3,3,1982,2.6,urban,0,true,false,mountain,1975,1236,2.8,2.2,2.7,6.1,146882,608,325,oil,window,crawl space,tile,10,6/14/2021,143825,7/6/2022,11500
477,townhouse,3101,4,4,1965,0.7,suburban,1,true,true,ocean,1909,21265,6.3,1.6,3.2,7.8,93741,1405,309,electric,window,crawl space,tile,3,10/15/2022,651902,1/5/2021,2900
478,townhouse,2561,4,2,1924,6.1,rural,0,true,true,city,1973,13144,1.5,6.2,0.6,7.1,106991,1302,255,electric,window,slab,tile,5,12/1/2021,821263,10/15/2021,6100
479,apartment,4002,1,2,1983,4.8,rural,2,true,false,ocean,2004,45605,3.8,8.3,6.6,7.9,146151,4867,199,oil,central,crawl space,tile,9,6/4/2021,452699,4/15/2020,800
480,condo,1270,6,3,1943,6.1,rural,2,false,false,mountain,2002,11617,6.3,8.1,9.5,3.0,111053,4698,240,electric,central,basement,tile,3,2/16/2022,333298,12/14/2021,2700
481,apartment,3855,6,2,1940,5.7,suburban,2,true,true,city,1929,11856,3.4,7.1,2.4,1.2,98378,2899,87,oil,window,basement,asphalt,10,1/18/2021,839058,8/5/2021,6900
482,townhouse,1518,3,4,1948,7.4,suburban,3,false,true,mountain,1995,10192,6.2,1.9,2.9,8.1,143490,3061,101,oil,window,crawl space,tile,1,8/4/2021,314452,8/9/2021,2900
483,house,3983,6,2,1936,2.0,urban,0,false,false,ocean,1902,21091,9.7,0.8,4.1,1.8,41111,517,365,oil,central,basement,metal,3,7/1/2022,926574,6/20/2022,4200
484,condo,926,5,3,1938,6.9,suburban,0,false,true,ocean,1931,4820,8.4,1.6,2.8,8.9,111703,3879,275,gas,none,basement,metal,4,12/21/2021,961539,8/15/2022,19800
485,condo,1862,1,1,1992,7.5,urban,2,true,true,ocean,1951,36474,1.4,4.8,2.8,1.7,65317,4111,209,oil,none,crawl space,metal,7,8/8/2021,444820,12/1/2022,1100
486,condo,4877,4,2,1976,8.7,suburban,3,true,true,mountain,2005,35038,6.8,2.6,2.0,6.9,54147,2383,191,oil,window,slab,metal,4,5/28/2022,912812,2/13/2020,2500
487,condo,1893,5,1,1926,4.4,urban,0,true,false,city,1996,28138,7.2,3.1,5.9,9.1,105233,3985,309,gas,none,basement,tile,10,6/14/2021,465171,12/11/2021,1500
488,townhouse,1423,2,2,1976,8.1,suburban,1,true,false,ocean,1924,22452,8.0,4.9,5.7,1.4,99033,4938,242,oil,window,slab,metal,10,9/15/2020,359415,6/30/2021,1500
489,house,3896,2,4,1962,5.8,rural,1,true,true,ocean,1962,16041,3.8,6.7,0.4,7.3,145972,2258,364,gas,none,slab,asphalt,6,1/16/2021,168904,10/11/2021,900
490,house,2500,2,2,1939,0.4,rural,0,true,false,mountain,2010,3328,8.4,3.0,6.3,1.0,103299,4770,239,gas,none,crawl space,asphalt,6,11/26/2022,828393,6/28/2021,24700
491,house,4930,5,1,1969,6.7,rural,1,false,true,mountain,1921,34806,7.8,2.2,2.1,7.3,98908,4313,99,oil,window,slab,asphalt,1,2/15/2022,956229,9/2/2022,2600
492,condo,1272,6,1,2012,4.2,suburban,2,false,true,ocean,1930,44832,6.0,6.3,4.6,2.3,124082,4565,64,oil,none,crawl space,asphalt,4,6/18/2022,996427,9/5/2022,2100
493,condo,2340,3,4,1959,9.0,rural,3,true,true,mountain,1946,30723,8.0,2.7,6.0,0.4,122804,583,226,oil,none,slab,tile,4,11/28/2021,294374,5/14/2021,800
494,condo,4382,2,1,1929,7.7,suburban,0,false,false,city,1903,36901,8.4,3.7,2.3,9.1,33992,4313,420,oil,none,crawl space,metal,3,7/9/2020,997861,1/12/2022,2600
495,condo,3536,5,3,1905,3.5,suburban,3,true,false,ocean,1958,47503,0.3,7.4,3.0,7.9,146145,4715,453,gas,none,basement,tile,2,8/10/2020,75780,10/6/2020,0
496,townhouse,1511,2,4,1957,6.2,rural,1,false,true,city,1943,2829,4.3,5.5,3.9,2.7,23111,1276,57,gas,window,crawl space,asphalt,6,1/8/2020,488077,6/27/2022,17100
497,townhouse,1116,4,3,1973,5.8,suburban,2,false,false,mountain,1917,44767,7.4,4.4,2.0,1.2,63926,2113,292,gas,central,basement,tile,6,12/30/2022,788448,3/8/2022,1600
498,apartment,1386,2,4,1930,5.3,rural,1,false,true,mountain,1991,16344,4.9,6.7,1.3,7.7,86162,4319,449,oil,none,basement,tile,1,11/30/2021,179472,12/26/2022,900
499,townhouse,2293,3,2,1960,8.0,suburban,3,false,true,ocean,1983,7422,3.4,0.1,8.6,1.7,70453,3922,149,electric,central,basement,tile,2,12/26/2021,146992,8/1/2020,1800
500,condo,2633,1,2,1933,0.2,urban,3,true,false,mountain,1946,27494,7.2,7.3,3.4,4.9,37576,1019,71,oil,central,basement,metal,7,2/23/2021,643449,4/14/2022,2200
501,condo,818,2,4,1948,6.6,suburban,2,true,false,city,1960,10462,7.8,1.6,0.4,4.9,100810,4656,192,gas,window,crawl space,tile,7,10/19/2022,386838,6/25/2021,3500
502,house,1550,5,1,2006,4.8,rural,0,false,true,mountain,1901,15959,3.9,1.8,10.0,4.5,93782,870,282,gas,window,slab,metal,4,7/17/2020,586949,5/9/2020,3500
503,townhouse,1192,1,3,2008,5.8,rural,1,true,true,city,1976,49881,4.3,8.1,2.4,9.1,94592,821,225,gas,central,crawl space,metal,2,1/31/2020,786293,2/26/2020,1400
504,apartment,4744,1,4,1977,5.1,rural,0,false,true,city,1972,36390,5.1,1.7,1.2,5.4,20643,1730,317,oil,window,slab,tile,9,9/13/2020,376640,5/19/2021,900
505,townhouse,2029,1,2,1934,0.7,urban,2,false,true,ocean,2002,31202,8.0,6.2,0.6,3.6,53204,3030,382,oil,central,slab,tile,9,11/16/2022,610007,9/13/2021,1800
506,townhouse,2523,5,1,1967,6.3,rural,2,true,true,city,1908,8880,1.9,0.2,3.1,6.7,143425,1659,141,electric,central,crawl space,metal,3,3/27/2022,165945,10/24/2022,1700
507,house,517,2,1,1959,1.9,urban,0,true,false,ocean,1902,24891,6.4,8.7,0.3,4.7,68207,1217,475,oil,window,basement,asphalt,4,11/23/2021,594620,8/7/2020,2200
508,townhouse,682,3,1,1977,0.9,suburban,0,false,false,city,1907,34341,0.6,8.3,9.9,9.7,96901,1295,331,oil,none,crawl space,metal,5,7/21/2020,737596,5/26/2021,2000
509,townhouse,1464,2,1,2004,2.3,urban,2,false,true,mountain,1926,48921,1.7,10.0,0.5,6.5,69275,3363,174,oil,none,basement,asphalt,8,4/14/2020,825120,5/18/2021,1500
510,townhouse,3046,6,1,2014,3.4,suburban,1,true,true,city,2020,12828,7.5,9.3,0.4,6.4,129454,1686,245,electric,central,slab,metal,3,3/31/2020,456098,3/4/2020,3400
511,house,1403,3,2,2009,9.7,urban,3,false,false,ocean,2014,19202,3.5,1.5,5.3,6.9,87713,4045,58,electric,window,basement,metal,7,9/5/2022,239710,5/25/2020,1100
512,house,4607,1,3,1955,2.7,rural,0,false,true,city,1964,12037,6.0,4.5,3.9,6.0,81847,1321,476,gas,central,basement,asphalt,6,8/25/2021,691760,2/4/2022,5600
513,townhouse,4728,3,3,1985,8.1,suburban,3,false,false,ocean,1991,23309,8.6,3.3,10.0,4.4,132925,3364,90,gas,central,basement,metal,6,1/30/2022,551079,6/10/2022,2200
514,apartment,1493,1,3,1911,0.5,rural,1,true,true,city,1908,28771,6.7,7.5,3.9,8.0,82133,1183,143,electric,central,slab,tile,5,8/2/2021,163577,8/2/2022,400
515,house,1584,1,1,1999,9.4,suburban,1,false,false,city,2016,11186,1.4,2.1,5.0,7.6,108849,4484,52,electric,central,slab,tile,2,9/7/2020,555278,12/11/2021,4800
516,condo,1544,5,1,1930,6.9,urban,1,true,false,city,1991,19076,4.2,6.2,8.6,3.5,62963,2570,325,electric,none,basement,tile,8,2/27/2020,696945,12/29/2022,3500
517,townhouse,3236,5,4,2021,4.8,urban,0,false,true,ocean,1929,36111,4.6,6.8,7.1,2.9,37855,1537,269,electric,none,crawl space,metal,4,9/12/2021,167152,12/13/2020,300
518,condo,4410,5,4,1923,2.7,urban,1,false,true,ocean,1982,12620,0.2,3.9,2.9,7.8,67774,2446,204,gas,window,slab,metal,9,8/16/2020,925036,7/14/2022,7200
519,townhouse,1307,2,1,1970,9.1,rural,0,true,false,ocean,1911,31524,6.6,2.6,2.8,7.2,136979,2051,255,electric,window,basement,tile,4,5/30/2020,96677,1/4/2021,200
520,townhouse,1477,2,4,2011,3.5,suburban,0,false,true,mountain,1962,36508,0.8,5.1,2.3,6.5,45529,3104,456,electric,none,basement,asphalt,3,10/7/2022,842240,7/22/2021,2200
521,house,3673,1,4,1929,1.7,suburban,0,false,false,mountain,1929,48055,0.9,2.9,7.2,7.9,21506,522,282,gas,central,slab,tile,1,1/16/2022,529195,8/26/2020,1000
522,condo,4935,3,2,1972,2.8,suburban,0,true,false,city,1984,48255,4.7,9.8,7.9,2.6,144049,768,275,oil,central,slab,asphalt,10,6/3/2020,802902,1/3/2021,1500
523,house,2824,2,4,1995,6.0,rural,3,false,true,ocean,1934,2761,6.8,6.4,8.7,4.8,49929,3916,476,gas,none,crawl space,asphalt,1,2/11/2022,406703,8/18/2020,14600
524,condo,3309,2,4,2007,6.2,urban,2,true,true,city,1948,16011,4.9,6.6,9.3,3.7,123150,1776,298,oil,central,basement,asphalt,8,4/5/2020,816777,5/22/2020,5000
525,townhouse,2550,4,2,1950,8.0,urban,0,true,true,ocean,1983,21157,0.5,9.9,1.2,4.5,71501,1952,187,electric,window,crawl space,asphalt,3,5/11/2020,904287,5/23/2022,4100
526,condo,2371,6,2,1942,4.9,suburban,2,false,false,city,1940,48072,1.2,3.0,5.7,8.9,102894,4811,198,electric,none,crawl space,tile,7,2/14/2020,880793,7/16/2020,1700
527,apartment,1340,6,4,2000,6.0,urban,1,false,false,city,2012,3627,4.2,3.6,6.3,9.9,53078,4901,313,oil,window,slab,asphalt,1,9/29/2022,220210,3/1/2021,5900
528,apartment,2610,1,3,1928,6.5,suburban,2,false,true,ocean,1944,17496,1.7,7.5,0.6,3.2,41126,2892,466,gas,window,basement,tile,8,7/14/2022,754888,5/4/2020,4200
529,townhouse,3020,4,1,2008,3.7,rural,1,true,true,ocean,1918,38805,2.9,1.4,2.5,3.0,93021,1737,118,gas,window,basement,asphalt,9,2/5/2021,351124,5/22/2021,800
530,apartment,4709,6,4,1958,2.4,rural,0,true,true,mountain,1902,8935,3.0,5.9,0.6,6.4,110951,685,341,gas,central,crawl space,metal,10,3/24/2022,943031,7/13/2020,10400
531,townhouse,4127,3,1,1943,8.4,urban,3,false,true,ocean,1979,46134,9.9,2.7,0.2,1.7,57080,856,308,electric,central,crawl space,asphalt,3,3/14/2021,264033,5/15/2021,400
532,condo,4384,4,4,2001,3.3,rural,0,true,true,ocean,1911,32586,7.3,0.8,3.6,8.7,134338,4881,102,gas,none,slab,metal,3,6/14/2022,728357,3/28/2022,2100
533,townhouse,4970,5,2,1940,9.8,suburban,1,true,false,ocean,1917,13829,6.5,9.7,0.3,3.3,44533,3117,313,electric,none,crawl space,tile,2,6/15/2020,904659,7/26/2021,6400
534,townhouse,1488,2,1,1919,7.4,urban,0,true,true,ocean,1951,1645,2.6,9.4,4.0,1.4,142584,4009,326,oil,window,basement,asphalt,7,2/19/2021,656438,11/4/2021,39800
535,townhouse,3976,2,3,1921,2.3,suburban,0,false,false,city,1904,12234,6.6,9.4,8.3,6.6,67129,3927,406,electric,window,basement,tile,4,7/10/2020,621957,7/7/2022,4900
536,apartment,3031,3,2,1907,0.6,rural,1,true,false,city,1919,26107,9.1,5.6,1.2,1.9,61962,4268,414,gas,central,basement,asphalt,4,5/15/2021,928531,6/1/2022,3400
537,condo,2958,5,1,1960,7.6,rural,0,false,true,mountain,1999,11716,9.2,6.2,9.2,4.4,117663,2951,482,oil,window,slab,tile,5,7/26/2020,196166,11/26/2021,1500
538,condo,836,6,3,1991,4.3,urban,2,false,true,mountain,1945,11370,4.8,4.1,6.4,2.5,90570,4542,234,oil,central,slab,metal,9,6/11/2021,825699,1/25/2021,7100
539,townhouse,1196,6,1,2004,5.9,urban,1,false,false,mountain,1923,27972,5.3,0.8,5.8,0.8,132003,4922,238,oil,window,slab,metal,5,11/11/2021,387002,3/27/2021,1200
540,townhouse,2617,1,3,1915,1.3,suburban,3,false,false,city,1934,12256,5.3,0.3,0.3,0.8,118286,922,458,gas,none,crawl space,asphalt,2,8/8/2021,698277,4/10/2021,5500
541,house,2917,1,3,1986,7.9,rural,2,false,false,ocean,2010,44608,1.4,2.8,3.1,6.8,34370,1793,361,electric,none,crawl space,metal,6,3/25/2021,334150,5/28/2021,600
542,townhouse,4254,2,3,1901,6.6,urban,3,true,true,mountain,1938,3324,5.5,7.3,0.4,5.5,98498,3477,120,electric,none,slab,tile,1,10/27/2020,286471,11/13/2022,8500
543,apartment,3173,2,2,1957,6.6,suburban,2,true,true,city,1904,39390,1.3,5.3,2.4,4.7,146496,3816,464,electric,none,basement,tile,4,2/28/2022,154760,1/28/2022,200
544,condo,1129,1,2,2012,2.5,rural,2,false,true,mountain,1962,7182,8.2,7.4,8.7,9.1,148472,3823,72,oil,none,crawl space,tile,8,12/28/2021,290253,3/13/2022,3900
545,townhouse,3297,4,4,1957,4.3,rural,0,false,false,ocean,2001,12785,0.7,4.2,2.3,8.9,135777,4428,136,oil,central,slab,metal,8,5/1/2022,218963,5/28/2022,1600
546,apartment,4231,2,4,1912,8.9,rural,1,false,false,city,1974,32804,4.5,1.8,6.7,8.8,70832,2783,308,electric,window,slab,tile,7,3/29/2022,110011,12/21/2021,200
547,condo,3456,6,2,1972,9.7,rural,2,false,false,mountain,1976,22197,8.6,3.4,8.1,3.0,142343,4981,94,electric,central,basement,metal,5,1/27/2020,674113,10/21/2022,2900
548,apartment,579,6,1,1972,5.2,rural,1,true,true,city,1960,33699,9.6,6.4,7.0,5.5,106109,4746,118,gas,none,crawl space,tile,3,1/6/2022,171408,7/17/2022,400
549,condo,2414,5,2,1905,3.2,rural,0,false,false,mountain,1926,41390,2.8,7.3,6.6,8.2,127932,4791,274,electric,none,crawl space,tile,6,6/2/2020,194930,3/28/2021,300
550,condo,1673,4,1,1943,5.7,urban,3,false,true,mountain,2014,26130,1.7,6.9,2.5,5.2,110410,2372,129,oil,central,crawl space,metal,10,10/19/2020,371020,12/28/2020,1300
551,house,3933,3,1,1930,0.3,rural,0,false,true,ocean,1988,31311,6.4,7.1,9.0,10.0,65525,2196,212,electric,none,slab,tile,2,8/29/2020,119188,2/13/2021,200
552,townhouse,3090,3,1,1932,3.6,suburban,1,false,true,city,1995,23996,7.5,2.5,8.6,4.3,31951,1292,420,electric,window,slab,tile,8,4/21/2022,142943,4/10/2022,400
553,apartment,2083,5,2,1950,9.9,urban,3,true,false,city,1954,7792,0.6,6.4,9.9,6.5,117909,3805,225,oil,central,basement,tile,2,9/8/2021,826626,9/30/2021,10500
554,townhouse,1624,3,4,1980,3.1,suburban,2,false,false,mountain,1995,27947,7.6,6.5,8.5,3.6,94213,3069,127,electric,central,basement,tile,1,2/7/2020,933926,9/27/2020,3200
555,apartment,3037,5,3,1944,6.1,rural,3,true,false,city,1921,36236,2.5,8.1,8.4,5.1,122467,1840,369,oil,window,slab,asphalt,1,11/11/2021,775403,6/26/2021,2000
556,condo,2520,6,4,1942,4.9,rural,2,false,true,mountain,1975,44305,4.2,8.5,7.0,9.9,54552,1356,377,electric,window,slab,asphalt,5,3/8/2022,579670,5/13/2021,1200
557,townhouse,653,3,3,1964,5.1,suburban,2,false,false,mountain,1944,4609,4.9,1.8,3.4,8.8,57083,3911,416,oil,window,basement,tile,2,12/4/2021,628562,3/14/2020,13500
558,condo,1870,5,2,1997,4.3,suburban,1,false,true,ocean,1909,46324,6.0,3.3,5.2,2.0,147646,4671,318,electric,window,crawl space,metal,7,1/18/2020,294475,10/21/2021,500
559,townhouse,2127,2,1,2022,8.0,suburban,2,true,false,mountain,1929,26877,5.2,6.0,7.9,0.2,32248,714,453,gas,none,basement,asphalt,4,4/21/2021,276054,6/14/2021,900
560,house,2963,1,4,1901,3.8,rural,0,true,false,mountain,1986,39361,8.9,4.1,1.1,8.4,62996,840,476,electric,central,basement,metal,3,9/17/2020,883260,1/31/2021,2100
561,condo,3701,1,2,1923,8.2,urban,3,true,false,ocean,1950,30012,5.5,4.4,0.2,2.9,87814,4751,184,electric,window,basement,metal,8,10/8/2021,573615,12/12/2021,1800
562,townhouse,3302,3,2,1974,3.1,urban,3,false,true,ocean,1925,27554,5.9,9.6,9.1,3.1,23363,669,366,electric,window,basement,metal,4,12/25/2020,707832,12/15/2022,2400
563,condo,3940,6,4,2011,4.8,urban,3,false,true,city,1908,32987,0.2,0.6,10.0,8.1,90502,1014,323,gas,central,slab,metal,1,10/3/2020,180850,4/21/2020,400
564,house,4384,5,3,1929,9.3,suburban,0,false,false,ocean,1969,44542,2.7,5.5,6.5,6.3,82798,3970,499,gas,window,basement,metal,5,10/7/2020,956192,12/20/2020,2000
565,house,2532,2,1,1976,6.4,rural,0,false,false,city,1974,17863,2.3,2.4,2.3,5.0,114741,4908,233,gas,window,basement,tile,2,11/29/2022,177960,11/17/2020,800
566,condo,533,2,4,1916,4.4,urban,2,true,true,city,1956,5490,1.2,0.2,5.4,7.4,50526,2811,390,electric,window,crawl space,tile,2,4/21/2022,325117,7/30/2022,5800
567,townhouse,3130,6,1,1939,8.8,urban,0,true,false,ocean,1902,30932,3.7,8.2,8.3,7.4,84832,3721,211,gas,central,slab,asphalt,8,4/11/2022,724184,3/14/2020,2200
568,condo,3278,6,1,1948,10.0,urban,1,true,false,mountain,1982,48781,8.8,9.2,4.4,8.5,42828,1288,69,electric,none,basement,metal,2,12/26/2022,290576,5/11/2022,400
569,townhouse,943,6,1,2001,4.9,suburban,3,false,false,ocean,1912,36084,7.7,9.0,4.7,9.1,55366,3923,333,oil,none,slab,tile,2,4/1/2022,216852,11/9/2020,500
570,condo,3400,3,1,1999,9.7,suburban,1,true,false,mountain,1985,38351,3.1,6.6,3.5,1.6,39436,2586,472,oil,window,crawl space,tile,3,12/27/2020,68799,6/27/2022,0
571,house,3256,5,2,1975,5.6,urban,1,true,true,ocean,1944,32196,9.8,1.1,8.4,1.6,89429,4328,487,electric,central,slab,metal,10,2/19/2022,827349,11/11/2021,2400
572,apartment,659,6,1,1910,3.7,urban,2,true,true,mountain,1988,32816,5.5,6.0,0.9,1.2,48871,2214,134,electric,window,slab,tile,9,9/1/2020,616568,1/16/2020,1700
573,condo,4060,5,3,1979,6.7,rural,3,false,false,city,1990,47893,7.7,2.7,4.8,8.9,119012,3411,410,oil,none,slab,metal,8,7/16/2021,732044,9/26/2021,1400
